0 	300.4318
0.01010101 	300.8643
0.02020202 	300.8678
0.03030303 	300.8689
0.04040404 	300.8726
0.05050505 	300.8755
0.06060606 	300.877
0.07070707 	300.8779
0.08080808 	300.8785
0.09090909 	300.8788
0.1010101 	300.8792
0.1111111 	300.8794
0.1212121 	300.8795
0.1313131 	300.8797
0.1414141 	300.8797
0.1515152 	300.8798
0.1616162 	300.8799
0.1717172 	300.8799
0.1818182 	300.8799
0.1919192 	300.88
0.2020202 	300.88
0.2121212 	300.8801
0.2222222 	300.8801
0.2323232 	300.8801
0.2424242 	300.8801
0.2525253 	300.8801
0.2626263 	300.8801
0.2727273 	300.8801
0.2828283 	300.8802
0.2929293 	300.8802
0.3030303 	300.8802
0.3131313 	300.8802
0.3232323 	300.8802
0.3333333 	300.8802
0.3434343 	300.8802
0.3535354 	300.8802
0.3636364 	300.8802
0.3737374 	300.8802
0.3838384 	300.8802
0.3939394 	300.8802
0.4040404 	300.8802
0.4141414 	300.8802
0.4242424 	300.8802
0.4343434 	300.8802
0.4444444 	300.8802
0.4545455 	300.8802
0.4646465 	300.8802
0.4747475 	300.8802
0.4848485 	300.8802
0.4949495 	300.8802
0.5050505 	300.8802
0.5151515 	300.8802
0.5252525 	300.8802
0.5353535 	300.8802
0.5454545 	300.8802
0.5555556 	300.8802
0.5656566 	300.8802
0.5757576 	300.8802
0.5858586 	300.8802
0.5959596 	300.8802
0.6060606 	300.8802
0.6161616 	300.8802
0.6262626 	300.8802
0.6363636 	300.8802
0.6464646 	300.8802
0.6565657 	300.8802
0.6666667 	300.8802
0.6767677 	300.8802
0.6868687 	300.8802
0.6969697 	300.8802
0.7070707 	300.8802
0.7171717 	300.8802
0.7272727 	300.8802
0.7373737 	300.8802
0.7474747 	300.8802
0.7575758 	300.8802
0.7676768 	300.8802
0.7777778 	300.8802
0.7878788 	300.8802
0.7979798 	300.8802
0.8080808 	300.8802
0.8181818 	300.8802
0.8282828 	300.8802
0.8383838 	300.8802
0.8484848 	300.8802
0.8585859 	300.8802
0.8686869 	300.8802
0.8787879 	300.8802
0.8888889 	300.8802
0.8989899 	300.8802
0.9090909 	300.8802
0.9191919 	300.8802
0.9292929 	300.8802
0.9393939 	300.8802
0.9494949 	300.8802
0.959596 	300.8802
0.969697 	300.8802
0.979798 	300.8802
0.989899 	300.798
1 	300.4486
